Compañía,Documento,Pedido_ERP,RECEIPT_DATE1,PACKING_LIST_ID,Fecha_Etiqueta,RECEIPT_ID_TYPE,erp,Proveedor,Puerta,Inicio_Check_in,Inicio_Etiquetado,ID_Recibido1,Lineas2,Líneas_recibidas,Cantidad_Recibida,ID_Pendiente_por_recibir,ID_Pendiente_por_almacenar,ID__Almacenado,Cantidad_Almacenado,Lineas,Lineas1,Cantidad_total,Inicio_de_almacenaje,PEDIMENTO,FECHA_CERRADO,Horas_Inspeccion,Horas_Etiquetado,Horas_Acomodo,estatus
Siemens,475K0114944351,4801222503,16/01/2023 10:31 PM,098979,17/01/2023 11:19 AM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-17 10:58,,100.00,1,0,9,0.00,0.00,100.00,9,1,1,9.00,2023-01-17 04:32,23  47  1831  3000370,2023-01-17 16:32:19,0,4,1,6
Siemens,475K0114944495,4801222503,16/01/2023 10:31 PM,098976,17/01/2023 11:14 AM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-17 10:56,,100.00,1,0,32,0.00,0.00,100.00,32,1,1,32.00,2023-01-17 04:27,23  47  1831  3000370,2023-01-17 16:27:31,0,4,1,6
Siemens,475K0114944496,4801215854,16/01/2023 10:31 PM,098977,17/01/2023 11:16 AM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-17 10:55,,100.00,1,0,11,0.00,0.00,100.00,11,1,1,11.00,2023-01-17 04:32,23  47  1831  3000370,2023-01-17 16:32:37,0,4,1,6
Siemens,475K0114947563,4801229500,20/01/2023 11:41 PM,099412,20/01/2023 12:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-23 09:32,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-23 06:45,23  47  1831  3000953,2023-01-23 18:45:16,21,9,0,30
Siemens,475K0114949081,4801229500,20/01/2023 11:41 PM,099408,20/01/2023 12:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-23 09:21,,100.00,1,0,16,0.00,0.00,100.00,16,1,1,16.00,2023-01-23 06:51,23  47  1831  3000953,2023-01-23 18:51:00,21,9,0,31
Siemens,475K0114952364,4801225159,20/01/2023 11:41 PM,099406,20/01/2023 12:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-23 09:36,,100.00,1,0,27,0.00,0.00,100.00,27,1,1,27.00,2023-01-23 06:56,23  47  1831  3000953,2023-01-23 18:56:21,21,9,0,31
Siemens,475K0114952615,4801231866,18/01/2023 08:47 PM,099346,19/01/2023 04:08 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-19 04:31,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-20 09:41,23  47  1831  3001050,2023-01-20 09:41:34,0,12,5,18
Siemens,475K0114954443,4801231867,20/01/2023 11:41 PM,099414,22/01/2023 01:07 AM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-23 09:34,,100.00,1,0,28,0.00,0.00,100.00,28,1,1,28.00,2023-01-24 03:54,23  47  1831  3000953,2023-01-24 15:54:01,8,30,0,40
Siemens,475K0114954447,4801232849,20/01/2023 11:41 PM,099422,20/01/2023 12:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-23 10:08,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-01-23 07:46,23  47  1831  3000953,2023-01-23 19:46:29,22,8,1,31
Siemens,475K0114962586,4801215854,26/01/2023 10:52 AM,099969,26/01/2023 03:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-27 08:00,,100.00,1,0,"7,056",0.00,0.00,100.00,"7,056",1,1,7056.00,2023-02-02 05:11,23  47  1831  3001417,2023-02-02 12:54:48,17,100,7,118
Siemens,475K0114962587,4801215854,26/01/2023 10:52 AM,099970,26/01/2023 03:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-27 11:18,,100.00,1,0,106,0.00,0.00,100.00,106,1,1,106.00,2023-01-28 07:37,23  47  1831  3001417,2023-01-28 07:37:30,20,11,9,33
Siemens,475K0114962589,4801236472,26/01/2023 10:52 AM,099968,26/01/2023 03:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-27 11:30,,100.00,1,0,17,0.00,0.00,100.00,17,1,1,17.00,2023-01-28 07:50,23  47  1831  3001417,2023-01-28 07:51:37,20,8,12,33
Siemens,475K0114962590,4801236472,26/01/2023 10:52 AM,099967,26/01/2023 03:48 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-01-27 11:25,,100.00,1,0,3,0.00,0.00,100.00,3,1,1,3.00,2023-01-28 07:49,23  47  1831  3001417,2023-01-28 07:49:18,20,8,12,33
Siemens,475K0114970837,4801239268,02/02/2023 06:53 PM,100612,03/02/2023 02:39 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-03 05:17,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-04 02:33,23  47  1831  3002136,2023-02-04 14:33:29,3,17,6,10
Siemens,475K0114972586,4801232716,14/02/2023 11:23 AM,101451,14/02/2023 05:27 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-15 11:13,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-02-16 06:44,23  47  1831  3002881,2023-02-16 18:44:43,18,29,2,50
Siemens,475K0114972587,4801236472,14/02/2023 11:23 AM,101454,14/02/2023 05:27 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-15 11:07,,100.00,1,0,5,0.00,0.00,100.00,5,1,1,5.00,2023-02-16 07:03,23  47  1831  3002881,2023-02-16 19:03:12,18,29,3,50
Siemens,475K0114977415,4801236472,14/02/2023 11:23 AM,101453,14/02/2023 05:27 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-15 11:26,,100.00,1,0,75,0.00,0.00,100.00,75,1,1,75.00,2023-02-16 05:43,23  47  1831  3002881,2023-02-16 17:43:34,18,29,1,49
Siemens,475K0114985793,4801242383,22/02/2023 03:24 PM,102198,22/02/2023 04:03 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-23 12:10,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-02-24 06:06,23  47  1831  3003412,2023-02-24 06:06:03,20,12,6,39
Siemens,475K0114985794,4801243109,22/02/2023 03:24 PM,102197,22/02/2023 04:03 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-23 12:04,,100.00,1,0,3,0.00,0.00,100.00,3,1,1,3.00,2023-02-24 06:02,23  47  1831  3003412,2023-02-24 06:02:36,20,12,6,38
Siemens,475K0114987351,4801243109,22/02/2023 03:24 PM,102196,22/02/2023 04:03 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-23 12:03,,100.00,1,0,3,0.00,0.00,100.00,3,1,1,3.00,2023-02-24 03:33,23  47  1831  3003412,2023-02-24 03:33:29,20,1348,15,36
Siemens,475K0114987353,4801225159,22/02/2023 03:24 PM,102194,22/02/2023 04:03 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-23 11:56,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-02-24 06:02,23  47  1831  3003412,2023-02-24 06:02:11,20,12,6,38
Siemens,475K0114991502,4801242383,22/02/2023 03:24 PM,102199,22/02/2023 04:03 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-02-23 12:12,,100.00,1,0,23,0.00,0.00,100.00,23,1,1,23.00,2023-02-24 06:07,23  47  1831  3003412,2023-02-24 06:07:46,20,12,6,39
Siemens,475K0114995907,4801222503,28/02/2023 05:33 PM,102780,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:36,,100.00,1,0,7,0.00,0.00,100.00,7,1,1,7.00,2023-03-01 01:24,23  47  1831  3003757,2023-03-01 13:24:48,15,3,1,20
Siemens,475K0114995908,4801219755,28/02/2023 05:33 PM,102779,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:35,,100.00,1,0,6,0.00,0.00,100.00,6,1,1,6.00,2023-03-01 01:17,23  47  1831  3003757,2023-03-01 13:17:27,15,3,1,19
Siemens,475K0114995910,4801245400,07/03/2023 11:54 AM,103398,07/03/2023 06:13 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-08 06:26,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-09 08:27,23  47  1831  3004003,2023-03-09 08:27:08,24,14,0,39
Siemens,475K0114995911,4801245392,28/02/2023 05:33 PM,102782,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:26,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-01 12:20,23  47  1831  3003757,2023-03-01 12:20:34,15,3,0,19
Siemens,475K0114995912,4801245400,28/02/2023 05:33 PM,102781,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:22,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-01 01:27,23  47  1831  3003757,2023-03-01 13:27:17,15,3,1,20
Siemens,475K0114995914,4801245392,28/02/2023 05:33 PM,102786,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:38,,100.00,1,0,6,0.00,0.00,100.00,6,1,1,6.00,2023-03-01 01:23,23  47  1831  3003757,2023-03-01 13:23:33,15,3,1,20
Siemens,475K0114999452,4801245400,28/02/2023 05:33 PM,102787,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:40,,100.00,1,0,19,0.00,0.00,100.00,19,1,1,19.00,2023-03-01 01:21,23  47  1831  3003757,2023-03-01 13:21:16,15,3,1,20
Siemens,475K0115001715,4801245400,28/02/2023 05:33 PM,102783,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:29,,100.00,1,0,27,0.00,0.00,100.00,27,1,1,27.00,2023-03-01 01:12,23  47  1831  3003757,2023-03-01 13:12:04,15,3,1,19
Siemens,475K0115003747,4801248440,28/02/2023 05:33 PM,102785,28/02/2023 06:16 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-01 09:32,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-01 01:14,23  47  1831  3003757,2023-03-01 13:14:18,15,3,1,19
Siemens,475K0115005115,4801248440,07/03/2023 11:54 AM,103400,07/03/2023 06:13 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-08 06:03,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-03-09 05:34,23  47  1831  3004003,2023-03-09 05:34:48,24,11,0,36
Siemens,475K0115012862,4801250966,07/03/2023 11:54 AM,103401,07/03/2023 06:13 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-03-08 06:53,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-09 05:35,23  47  1831  3004003,2023-03-09 05:35:32,24,11,0,36
Siemens,475K0115016066,4801232716,14/03/2023 12:38 PM,104068,14/03/2023 12:31 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-14 01:51,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-14 10:04,23  47  1831  3004421,2023-03-14 22:04:17,2,6,2,10
Siemens,475K0115026478,4801222503,14/03/2023 12:38 PM,104066,14/03/2023 12:24 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-14 01:56,,100.00,1,0,10,0.00,0.00,100.00,10,1,1,10.00,2023-03-14 10:05,23  47  1831  3004576,2023-03-14 22:05:12,2,6,2,10
Siemens,475K0115026479,4801250966,14/03/2023 12:38 PM,104065,14/03/2023 12:24 PM,Importacion,Sin Dato,Sin asignar,R01,2023-03-14 01:58,,100.00,1,0,14,0.00,0.00,100.00,14,1,1,14.00,2023-03-14 10:03,23  47  1831  3004576,2023-03-14 22:03:50,1,7,2,10
Siemens,475K0115030137,4801255008,22/03/2023 07:10 PM,104949,24/03/2023 10:36 AM,Importacion,Sin Dato,Sin asignar,R01,2023-03-24 03:01,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-03-25 09:58,23  47  1831  3005263,2023-03-25 09:58:35,5,7,11,14
Siemens,475K0115036668,4801222503,22/03/2023 05:41 PM,104944,24/03/2023 10:36 AM,Importacion,Sin Dato,Sin asignar,R01,2023-03-24 02:49,,100.00,1,0,45,0.00,0.00,100.00,45,1,1,45.00,2023-03-25 10:01,23  47  1831  3005263,2023-03-25 10:01:34,5,7,12,14
Siemens,475K0115036669,4801215854,22/03/2023 05:41 PM,104947,24/03/2023 10:36 AM,Importacion,Sin Dato,Sin asignar,R01,2023-03-24 02:09,,100.00,1,0,290,0.00,0.00,100.00,290,1,1,290.00,2023-03-25 04:07,23  47  1831  3005263,2023-03-25 04:30:55,4,8,6,14
Siemens,475K0115040976,4801257791,22/03/2023 05:41 PM,104948,24/03/2023 10:36 AM,Importacion,Sin Dato,Sin asignar,R01,2023-03-24 02:53,,100.00,1,0,3,0.00,0.00,100.00,3,1,1,3.00,2023-03-25 09:22,23  47  1831  3005263,2023-03-25 09:22:03,4,8,11,14
Siemens,475K0115046897,4801248440,04/04/2023 04:53 PM,105955,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-05 12:17,,100.00,1,0,74,0.00,0.00,100.00,74,1,1,74.00,2023-04-06 09:27,23  47  1831  3005667,2023-04-06 09:27:49,4,19,14,37
Siemens,475K0115046898,4801215854,04/04/2023 04:53 PM,105954,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-05 12:32,,100.00,1,0,284,0.00,0.00,100.00,284,1,1,284.00,2023-04-06 08:11,23  47  1831  3005667,2023-04-06 09:28:06,4,20,14,37
Siemens,475K0115046899,4801245400,04/04/2023 04:53 PM,105953,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-04 11:56,,100.00,1,0,110,0.00,0.00,100.00,110,1,1,110.00,2023-04-06 09:22,23  47  1831  3005667,2023-04-06 09:22:12,4,19,14,37
Siemens,475K0115046901,4801243109,04/04/2023 04:53 PM,105965,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-05 01:44,,100.00,1,0,37,0.00,0.00,100.00,37,1,1,37.00,2023-04-06 08:32,23  47  1831  3005667,2023-04-06 08:32:15,7,17,12,37
Siemens,475K0115046902,4801254018,04/04/2023 04:53 PM,105964,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-04 11:45,,100.00,1,0,46,0.00,0.00,100.00,46,1,1,46.00,2023-04-06 07:58,23  47  1831  3005667,2023-04-06 07:58:43,4,19,12,36
Siemens,475K0115046903,4801250668,04/04/2023 04:53 PM,105961,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-05 12:20,,100.00,1,0,183,0.00,0.00,100.00,183,1,1,183.00,2023-04-05 11:39,23  47  1831  3005667,2023-04-06 09:26:49,4,18,15,37
Siemens,475K0115046905,4801260315,04/04/2023 04:53 PM,105952,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-04 11:32,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-10 11:11,23  47  1831  3005667,2023-04-10 11:11:15,3,40,44,87
Siemens,475K0115046906,4801260315,04/04/2023 04:53 PM,105959,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-04 11:29,,100.00,1,0,13,0.00,0.00,100.00,13,1,1,13.00,2023-04-05 06:15,23  47  1831  3005667,2023-04-05 18:15:52,4,17,1,22
Siemens,475K0115046907,4801254018,04/04/2023 04:53 PM,105957,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-05 11:18,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-04-05 06:14,23  47  1831  3005667,2023-04-05 18:14:51,15,6,1,22
Siemens,475K0115046908,4801250966,04/04/2023 04:53 PM,105958,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-04 11:12,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-05 06:16,23  47  1831  3005667,2023-04-05 18:16:24,4,17,1,22
Siemens,475K0115046909,4801245400,04/04/2023 04:53 PM,105960,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-04 11:09,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-05 06:16,23  47  1831  3005667,2023-04-05 18:16:45,4,17,1,22
Siemens,475K0115046910,4801260315,04/04/2023 04:53 PM,105962,04/04/2023 08:28 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-05 01:42,,100.00,1,0,47,0.00,0.00,100.00,47,1,1,47.00,2023-04-06 08:37,23  47  1831  3005667,2023-04-06 08:37:19,7,17,12,37
Siemens,475K0115053159,4801254018,10/04/2023 01:43 PM,106347,10/04/2023 10:04 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-11 09:24,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-12 10:24,23  47  1831  3006084,2023-04-12 10:24:01,11,10,15,37
Siemens,475K0115054923,4801263056,10/04/2023 01:43 PM,106346,10/04/2023 10:04 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-11 09:32,,100.00,1,0,72,0.00,0.00,100.00,72,1,1,72.00,2023-04-12 10:29,23  47  1831  3006084,2023-04-12 10:29:55,11,10,15,37
Siemens,475K0115060266,4801263056,10/04/2023 01:43 PM,106349,10/04/2023 10:04 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-11 09:27,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-04-12 10:23,23  47  1831  3006084,2023-04-12 10:23:21,11,10,15,37
Siemens,475K0115064603,4801254018,14/04/2023 08:08 PM,106728,14/04/2023 04:43 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-14 10:00,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-17 05:46,23  47  1831  3006453,2023-04-17 17:46:54,6,14,5,26
Siemens,475K0115064604,4801245400,14/04/2023 08:08 PM,106727,14/04/2023 04:43 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-14 09:59,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-17 05:46,23  47  1831  3006453,2023-04-17 17:46:34,6,14,5,26
Siemens,475K0115064605,4801248440,14/04/2023 08:08 PM,106726,14/04/2023 04:43 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-14 10:03,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-17 05:46,23  47  1831  3006453,2023-04-17 17:46:18,6,14,5,26
Siemens,475K0115064606,4801215854,14/04/2023 08:08 PM,106725,14/04/2023 04:43 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-14 10:03,,100.00,1,0,79,0.00,0.00,100.00,79,1,1,79.00,2023-04-17 05:45,23  47  1831  3006453,2023-04-17 17:45:20,6,14,5,26
Siemens,475K0115064607,4801250668,14/04/2023 08:08 PM,106724,14/04/2023 04:43 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-14 10:01,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-17 05:45,23  47  1831  3006453,2023-04-17 17:45:48,6,14,5,26
Siemens,475K0115064608,4801257649,14/04/2023 08:08 PM,106723,14/04/2023 04:43 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-14 10:01,,100.00,1,0,6,0.00,0.00,100.00,6,1,1,6.00,2023-04-17 05:47,23  47  1831  3006453,2023-04-17 17:47:16,6,14,5,26
Siemens,475K0115064609,4801243109,14/04/2023 08:08 PM,106722,14/04/2023 04:43 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-14 10:02,,100.00,1,0,3,0.00,0.00,100.00,3,1,1,3.00,2023-04-17 05:47,23  47  1831  3006453,2023-04-17 17:47:32,6,14,5,26
Siemens,475K0115070894,4801266897,13/04/2023 01:59 PM,106560,12/04/2023 10:53 PM,IMPORTACION,EMERGENCIA,Sin asignar,R01,2023-04-13 03:56,,100.00,1,0,10,0.00,0.00,100.00,10,1,1,10.00,2023-04-14 12:13,23  47  1831  3006245,2023-04-14 12:13:01,17,20,1,38
Siemens,475K0115070895,4801248440,13/04/2023 05:52 PM,106603,13/04/2023 04:04 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-13 08:49,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-04-14 09:34,23  47  1831  3006247,2023-04-14 21:34:01,4,22,3,30
Siemens,475K0115070896,4801245400,13/04/2023 05:52 PM,106606,13/04/2023 04:04 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-13 08:50,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-04-14 09:36,23  47  1831  3006247,2023-04-14 21:36:00,4,22,3,30
Siemens,475K0115070897,4801250668,13/04/2023 05:52 PM,106608,13/04/2023 04:04 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-13 08:55,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-04-14 09:34,23  47  1831  3006247,2023-04-14 21:34:34,4,22,3,30
Siemens,475K0115070898,4801257649,13/04/2023 05:52 PM,106607,13/04/2023 04:04 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-13 08:58,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-04-14 09:35,23  47  1831  3006247,2023-04-14 21:35:23,4,22,3,30
Siemens,475K0115075329,4801260597,24/04/2023 01:27 PM,107610,24/04/2023 03:26 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-04-24 09:12,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-04-25 10:01,23  47  1831  3006733,2023-04-25 10:01:44,15,0,4,19
Siemens,475K0115079532,4801269874,28/04/2023 05:18 PM,108063,28/04/2023 04:42 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-02 08:30,,100.00,1,0,120,0.00,0.00,100.00,120,1,1,120.00,2023-05-03 10:09,23  47  1831  3007069,2023-05-03 10:09:02,16,6,20,42
Siemens,475K0115082892,4801265913,28/04/2023 05:17 PM,108064,28/04/2023 04:05 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-02 08:24,,100.00,1,0,46,0.00,0.00,100.00,46,1,1,46.00,2023-05-03 12:41,23  47  1831  3007069,2023-05-03 12:41:02,16,28,0,45
Siemens,475K0115082893,4801268379,28/04/2023 05:17 PM,108066,28/04/2023 04:05 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-02 08:21,,100.00,1,0,6,0.00,0.00,100.00,6,1,1,6.00,2023-05-03 12:35,23  47  1831  3007069,2023-05-03 12:35:26,16,28,0,45
Siemens,475K0115082895,4801270898,28/04/2023 05:18 PM,108065,28/04/2023 04:05 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-02 08:19,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-05-03 10:05,23  47  1831  3007069,2023-05-03 10:05:58,16,6,20,42
Siemens,475K0115090319,4801273167,04/05/2023 12:41 PM,108531,04/05/2023 08:25 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-05 01:17,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-05-05 03:20,23  47  1831  3007676,2023-05-05 15:20:47,8,10,1,19
Siemens,475K0115090321,4801273167,04/05/2023 12:41 PM,108534,04/05/2023 08:25 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-05 01:03,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-05 09:59,23  47  1831  3007676,2023-05-05 21:59:09,8,8,9,26
Siemens,475K0115090322,4801254018,04/05/2023 12:41 PM,108535,04/05/2023 08:25 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-05 04:46,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-08 09:47,23  47  1831  3007676,2023-05-08 09:47:38,20,14,15,38
Siemens,475K0115090324,4801263096,04/05/2023 12:41 PM,108537,04/05/2023 08:25 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-05 01:16,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-05-05 10:01,23  47  1831  3007676,2023-05-05 22:01:06,8,7,11,26
Siemens,475K0115094326,4801273167,04/05/2023 12:41 PM,108538,04/05/2023 08:25 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-05 03:58,,100.00,1,0,180,0.00,0.00,100.00,180,1,1,180.00,2023-05-05 05:49,23  47  1831  3007676,2023-05-08 09:34:56,8,11,21,38
Siemens,475K0115094327,4801257649,04/05/2023 12:41 PM,108529,04/05/2023 08:25 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-05 01:20,,100.00,1,0,4,0.00,0.00,100.00,4,1,1,4.00,2023-05-05 10:04,23  47  1831  3007676,2023-05-05 22:04:06,8,7,11,26
Siemens,475K0115094328,4801274843,04/05/2023 12:41 PM,108530,04/05/2023 08:25 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-05 01:15,,100.00,1,0,25,0.00,0.00,100.00,25,1,1,25.00,2023-05-05 10:04,23  47  1831  3007676,2023-05-05 22:05:14,8,8,10,26
Siemens,475K0115096631,4801275366,05/05/2023 06:18 PM,108643,06/05/2023 03:53 PM,IMPORTACION,EMERGENCIA,Sin asignar,R01,2023-05-07 04:57,,100.00,1,0,30,0.00,0.00,100.00,30,1,1,30.00,2023-05-08 11:41,23  47  1831  3007560,2023-05-08 11:41:33,44,No Aplica,19,11
Siemens,475K0115100380,4801209665,12/05/2023 02:37 PM,109132,12/05/2023 01:14 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-12 03:47,,100.00,1,0,8,0.00,0.00,100.00,8,1,1,8.00,2023-05-15 11:15,23  47  1831  3008122,2023-05-15 11:15:39,3,8,11,23
Siemens,475K0115100381,4801276401,12/05/2023 02:37 PM,109139,12/05/2023 01:14 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-12 03:49,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-05-15 01:00,23  47  1831  3008122,2023-05-15 13:00:12,2,9,13,24
Siemens,475K0115100384,4801276405,12/05/2023 02:37 PM,109136,12/05/2023 01:14 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-12 04:12,,100.00,1,0,"1,764",0.00,0.00,100.00,"1,764",1,1,1764.00,2023-05-15 11:32,23  47  1831  3008122,2023-05-15 11:32:01,3,19,0,23
Siemens,475K0115100385,4801276404,12/05/2023 02:37 PM,109135,12/05/2023 01:14 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-12 03:29,,100.00,1,0,2,0.00,0.00,100.00,2,1,1,2.00,2023-05-15 01:05,23  47  1831  3008122,2023-05-15 13:05:59,2,9,13,24
Siemens,475K0115102960,4801248440,12/05/2023 02:37 PM,109134,12/05/2023 01:14 PM,IMPORTACION,Sin Dato,Sin asignar,R01,2023-05-12 03:31,,100.00,1,0,1,0.00,0.00,100.00,1,1,1,1.00,2023-05-15 12:54,23  47  1831  3008122,2023-05-15 12:54:32,2,9,12,24
